Atomic Composition,Al,Co,Cr,Cu,Fe,Hf,Mo,Nb,B,C,Li,Mn,Ta,Ti,Mg,Ni,Si,V,Sc,Sn,W,Zr,Zn,Y,Grosser,BCC,FCC,Im,HCP,B2,Group,Gp_Name,ROM Density,Measured Density,Vickers Hardness,Type_of_Test,Type of Test,Yield Strength (MPa),Tensile Strength (MPa),Elongation (%),ROM Modulus,Measured Modulus
CoFeNi,NA,33.33,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.5,NA,125,1,C,204,NA,NA,207,NA
CoFeNi,NA,33.33,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.5,NA,125,1,C,209,NA,NA,207,NA
CoFeNi,NA,33.33,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.5,NA,NA,2,T,211,513,31,207,NA
CoFeNiSi0.25,NA,30.77,NA,NA,30.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77,7.69,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,149,1,C,196,NA,NA,194,NA
CoFeNiSi0.5,NA,28.57,NA,NA,28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,14.29,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,287,1,C,476,NA,NA,NA,NA
CoFeNiSi0.75,NA,26.67,NA,NA,26.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,20,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.6,NA,570,1,C,1301,NA,NA,NA,NA
Al0.25CoFeNi,7.69,30.77,NA,NA,30.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.77,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.9,NA,138,1,C,158,NA,NA,196,NA
Al0.5CoFeNi,14.29,28.57,NA,NA,28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.4,NA,212,1,C,346,NA,NA,187,NA
Al0.75CoFeNi,20,26.67,NA,NA,26.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,385,1,C,794,NA,NA,179,NA
CoCrFeNi,NA,25,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,148,413,48,225,NA
CoCrFeNi,NA,25,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,116,,NA,NA,NA,NA,225,NA
CoCrFeNi,NA,25,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,113,,NA,NA,NA,NA,225,NA
CoCrFeMo0.5Ni,NA,22.22,22.22,NA,22.22,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.5,NA,210,,NA,NA,NA,NA,NA,NA
CoCrFeNb0.103Ni,NA,24.37,24.37,NA,24.37,NA,NA,2.51,NA,NA,NA,NA,NA,NA,NA,24.37,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,318,622,19,NA,NA
CoCrFeNb0.155Ni,NA,24.07,24.07,NA,24.07,NA,NA,3.73,NA,NA,NA,NA,NA,NA,NA,24.07,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,322,744,23,NA,NA
CoCrFeNb0.206Ni,NA,23.78,23.78,NA,23.78,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,23.78,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,403,807,9,NA,NA
CoCrFeNb0.309Ni,NA,23.21,23.21,NA,23.21,NA,NA,7.17,NA,NA,NA,NA,NA,NA,NA,23.21,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,479,879,4,NA,NA
CoCrFeNb0.412Ni,NA,22.67,22.67,NA,22.67,NA,NA,9.34,NA,NA,NA,NA,NA,NA,NA,22.67,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,638,1004,1,NA,NA
CoCrFeNiTi,NA,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,NA,1,C,NA,2020,9,203,135
Co1.5CrFeNi1.5Ti0.5,NA,27.27,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,9.09,NA,27.27,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.8,NA,509,,NA,NA,NA,NA,211,NA
Co1.5CrFeNi1.5Ti,NA,25,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.4,NA,654,,NA,NA,NA,NA,NA,NA
Al0.25CoCrFeNi,5.88,23.53,23.53,NA,23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.53,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,110,,NA,NA,NA,NA,216,NA
Al0.25CoCrFeNi,5.88,23.53,23.53,NA,23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.53,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,113,,NA,NA,NA,NA,216,NA
Al0.375CoCrFeNi,8.57,22.86,22.86,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.5,NA,131,,NA,NA,NA,NA,211,NA
Al0.375CoCrFeNi,8.57,22.86,22.86,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.5,NA,196,,NA,NA,NA,NA,211,NA
Al0.5CoCrFeNi,11.11,22.22,22.22,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.3,NA,159,,NA,NA,NA,NA,208,NA
Al0.5CoCrFeNi,11.11,22.22,22.22,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.3,NA,209,,NA,NA,NA,NA,208,NA
Al0.7Co0.3CrFeNi,17.5,7.5,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,624,1,C,2033,2635,8,NA,NA
Al0.75CoCrFeNi,15.79,21.05,21.05,NA,21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,388,,NA,NA,NA,NA,200,NA
Al0.75CoCrFeNi,15.79,21.05,21.05,NA,21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,280,,NA,NA,NA,NA,200,NA
Al0.875CoCrFeNi,17.95,20.51,20.51,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,NA,,NA,NA,NA,NA,197,NA
Al0.875CoCrFeNi,17.95,20.51,20.51,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,538,,NA,NA,NA,NA,197,NA
Al0.875CoCrFeNi,17.95,20.51,20.51,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.51,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,361,,NA,NA,NA,NA,197,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,484,,NA,NA,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,433,,NA,NA,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,395,,NA,NA,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1251,2004,33,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1051,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1110,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1138,NA,NA,194,125
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1138,NA,11,194,125
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,1051,NA,NA,194,NA
AlCoCrFeNi,20,20,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,520,1,C,1373,3531,25,194,NA
Al1.25CoCrFeNi,23.81,19.05,19.05,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.5,NA,487,,NA,NA,NA,NA,188,NA
Al1.25CoCrFeNi,23.81,19.05,19.05,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.5,NA,499,,NA,NA,NA,NA,188,NA
Al1.5CoCrFeNi,27.27,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,484,,NA,NA,NA,NA,183,NA
Al1.5CoCrFeNi,27.27,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,517,,NA,NA,NA,NA,183,NA
Al1.5CoCrFeNi,27.27,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,402,,NA,NA,NA,NA,183,NA
Al2CoCrFeNi,33.33,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.9,NA,509,,NA,NA,NA,NA,173,NA
Al2CoCrFeNi,33.33,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.9,NA,512,,NA,NA,NA,NA,173,NA
Al2CoCrFeNi,33.33,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.9,NA,432,,NA,NA,NA,NA,173,NA
Al2.5CoCrFeNi,38.46,15.38,15.38,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.6,NA,487,,NA,NA,NA,NA,165,NA
Al3CoCrFeNi,42.86,14.29,14.29,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.3,NA,506,,NA,NA,NA,NA,158,NA
AlC0.1CoCrFeNi,19.61,19.61,19.61,NA,19.61,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,19.61,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.7,NA,NA,1,C,957,2550,11,NA,213
AlC0.2CoCrFeNi,19.23,19.23,19.23,NA,19.23,NA,NA,NA,NA,3.85,NA,NA,NA,NA,NA,19.23,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,NA,1,C,906,2386,9,NA,151
AlC0.3CoCrFeNi,18.87,18.87,18.87,NA,18.87,NA,NA,NA,NA,5.66,NA,NA,NA,NA,NA,18.87,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,NA,1,C,867,2178,8,NA,137
AlC0.4CoCrFeNi,18.52,18.52,18.52,NA,18.52,NA,NA,NA,NA,7.41,NA,NA,NA,NA,NA,18.52,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,NA,1,C,1056,2375,7,NA,156
AlC0.5CoCrFeNi,18.18,18.18,18.18,NA,18.18,NA,NA,NA,NA,9.09,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,NA,1,C,1060,2250,6,NA,181
AlCCoCrFeNi,16.67,16.67,16.67,NA,16.67,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,NA,1,C,1251,2166,7,NA,75
AlC1.5CoCrFeNi,15.38,15.38,15.38,NA,15.38,NA,NA,NA,NA,23.08,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,NA,1,C,1255,2083,6,NA,73
Al0.5CoCrFeMo0.5Ni,10,20,20,NA,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,425,,NA,NA,NA,NA,NA,NA
AlCo0.5CrFeMo0.5Ni,20,10,20,NA,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,801,,NA,NA,NA,NA,NA,NA
AlCoCrFe0.5Mo0.5Ni,20,20,20,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,755,,NA,NA,NA,NA,NA,NA
AlCoCrFe0.6Mo0.5Ni,19.61,19.61,19.61,NA,11.76,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,754,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.1Ni,19.61,19.61,19.61,NA,19.61,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,NA,1,C,1804,2280,9,196,NA
AlCoCrFeMo0.2Ni,19.23,19.23,19.23,NA,19.23,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,19.23,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,NA,1,C,2456,2953,3,NA,NA
AlCoCrFeMo0.3Ni,18.87,18.87,18.87,NA,18.87,NA,5.66,NA,NA,NA,NA,NA,NA,NA,NA,18.87,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,NA,1,C,2649,3208,3,NA,NA
