Atomic Composition,Al,Co,Cr,Cu,Fe,Hf,Mo,Nb,B,C,Li,Mn,Ta,Ti,Mg,Ni,Si,V,Sc,Sn,W,Zr,Zn,Y,Grosser,BCC,FCC,Im,HCP,B2,Group,Gp_Name,ROM Density,Measured Density,Vickers Hardness,Type_of_Test,Type of Test,Yield Strength (MPa),Tensile Strength (MPa),Elongation (%),ROM Modulus,Measured Modulus
AlCoCrFeMo0.4Ni,18.52,18.52,18.52,NA,18.52,NA,7.41,NA,NA,NA,NA,NA,NA,NA,NA,18.52,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,NA,1,C,2670,3161,3,NA,NA
AlCoCrFeMo0.5Ni0.5,20,20,20,NA,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,708,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.5Ni,18.18,18.18,18.18,NA,18.18,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,NA,1,C,2757,3036,3,NA,NA
AlCoCrFeMo0.5Ni,18.18,18.18,18.18,NA,18.18,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,796,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.5Ni,18.18,18.18,18.18,NA,18.18,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,715,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.5Ni,18.18,18.18,18.18,NA,18.18,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,730,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.5Ni1.5,16.67,16.67,16.67,NA,16.67,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,586,,NA,NA,NA,NA,NA,NA
AlCoCrFeMo0.5Ni2,15.38,15.38,15.38,NA,15.38,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,30.77,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.4,NA,395,,NA,NA,NA,NA,NA,NA
AlCo1.5CrFeMo0.5Ni,16.67,25,16.67,NA,16.67,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,741,,NA,NA,NA,NA,NA,NA
AlCo2CrFeMo0.5Ni,15.38,30.77,15.38,NA,15.38,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.3,NA,586,,NA,NA,NA,NA,NA,NA
AlCoCrFe1.5Mo0.5Ni,16.67,16.67,16.67,NA,25,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,635,,NA,NA,NA,NA,NA,NA
AlCoCrFe2Mo0.5Ni,15.38,15.38,15.38,NA,30.77,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,639,,NA,NA,NA,NA,NA,NA
Al1.5CoCrFeMo0.5Ni,25,16.67,16.67,NA,16.67,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.6,NA,655,,NA,NA,NA,NA,NA,NA
Al2CoCrFeMo0.5Ni,30.77,15.38,15.38,NA,15.38,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.3,NA,605,,NA,NA,NA,NA,185,NA
AlCoCrFeNb0.1Ni,19.61,19.61,19.61,NA,19.61,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,569,1,C,1641,3285,17,192,NA
AlCoCrFeNb0.25Ni,19.05,19.05,19.05,NA,19.05,NA,NA,4.76,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,668,1,C,1959,3008,11,NA,NA
AlCoCrFeNb0.5Ni,18.18,18.18,18.18,NA,18.18,NA,NA,9.09,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,747,1,C,2473,3170,4,NA,NA
AlCoCrFeNb0.75Ni,17.39,17.39,17.39,NA,17.39,NA,NA,13.04,NA,NA,NA,NA,NA,NA,NA,17.39,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,NA,,NA,NA,NA,NA,NA,NA
AlCoCrFeNiSi0.2,19.23,19.23,19.23,NA,19.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23,3.85,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.5,NA,NA,1,C,1265,2173,14,188,NA
AlCoCrFeNiSi0.4,18.52,18.52,18.52,NA,18.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,7.41,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,NA,1,C,1481,2444,13,183,NA
AlCoCrFeNiSi0.6,17.86,17.86,17.86,NA,17.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.86,10.71,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6,NA,NA,1,C,1834,2195,3,178,NA
AlCoCrFeNiSi0.8,17.24,17.24,17.24,NA,17.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.24,13.79,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.8,NA,NA,1,C,2179,2664,2,NA,NA
AlCoCrFeNiSi,16.67,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.7,NA,NA,1,C,1110,NA,NA,169,NA
AlCoCrFeNiSi,16.67,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.7,NA,NA,1,C,2411,2950,1,NA,NA
Al0.2Co1.5CrFeNi1.5Ti0.5,3.51,26.32,17.54,NA,17.54,NA,NA,NA,NA,NA,NA,NA,NA,8.77,NA,26.32,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.6,NA,487,,NA,NA,NA,NA,206,NA
Al0.2Co1.5CrFeNi1.5Ti,3.23,24.19,16.13,NA,16.13,NA,NA,NA,NA,NA,NA,NA,NA,16.13,NA,24.19,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,717,,NA,NA,NA,NA,NA,NA
Al0.5CoCrFeNiTi,9.09,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.6,NA,NA,1,C,NA,1600,10,NA,107
AlCoCrFeNiTi0.5,18.18,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,9.09,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.4,NA,178,1,C,2040,3135,24,187,72
AlCoCrFeNiTi0.5,18.18,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,9.09,NA,18.18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.4,NA,178,1,C,2260,3140,23,187,178
AlCoCrFeNiTi,16.67,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,NA,1,C,1860,2580,9,181,90
AlCoCrFeNiTi,16.67,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.2,NA,NA,1,C,NA,2280,6,NA,148
AlCoCrFeNiTi1.5,15.38,15.38,15.38,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,23.08,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.1,NA,NA,1,C,2220,2720,5,NA,160
Al1.5CoCrFeNiTi,23.08,15.38,15.38,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,15.38,NA,15.38,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.9,NA,NA,1,C,NA,2110,10,172,133
Al2CoCrFeNiTi,28.57,14.29,14.29,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,14.29,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,5.6,NA,643,1,C,NA,1030,5,165,94
AlCoCrFeNiTiVZr,12.5,12.5,12.5,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,12.5,NA,12.5,NA,NA,NA,12.5,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.3,NA,780,,NA,NA,NA,NA,NA,NA
CoCrFeMnNi,NA,20,20,NA,20,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8,NA,176,2,T,208,NA,62,219,NA
CoCrFeMnNi,NA,20,20,NA,20,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8,NA,144,1,C,230,NA,75,219,NA
CoCrFeMnNiV0.25,NA,19.05,19.05,NA,19.05,NA,NA,NA,NA,NA,NA,19.05,NA,NA,NA,19.05,NA,4.76,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.9,NA,151,1,C,200,NA,75,215,NA
CoCrFeMnNiV0.5,NA,18.18,18.18,NA,18.18,NA,NA,NA,NA,NA,NA,18.18,NA,NA,NA,18.18,NA,9.09,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.8,NA,186,1,C,620,NA,75,211,NA
CoCrFeMnNiV0.75,NA,17.39,17.39,NA,17.39,NA,NA,NA,NA,NA,NA,17.39,NA,NA,NA,17.39,NA,13.04,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,342,1,C,740,1325,8,NA,NA
CoCrFeMnNiV1.0,NA,16.67,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,650,1,C,1660,1845,1,NA,NA
Al0.10CoCrFeMnNi,1.96,19.61,19.61,NA,19.61,NA,NA,NA,NA,NA,NA,19.61,NA,NA,NA,19.61,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.9,NA,180,,NA,NA,NA,NA,216,NA
Al0.20CoCrFeMnNi,3.85,19.23,19.23,NA,19.23,NA,NA,NA,NA,NA,NA,19.23,NA,NA,NA,19.23,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.7,NA,171,2,T,220,NA,56,214,NA
Al0.38CoCrFeMnNi,7.06,18.59,18.59,NA,18.59,NA,NA,NA,NA,NA,NA,18.59,NA,NA,NA,18.59,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.5,NA,182,2,T,244,NA,45,209,NA
Al0.43CoCrFeMnNi,7.92,18.42,18.42,NA,18.42,NA,NA,NA,NA,NA,NA,18.42,NA,NA,NA,18.42,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.4,NA,183,2,T,285,NA,35,208,NA
Al0.49CoCrFeMnNi,8.93,18.21,18.21,NA,18.21,NA,NA,NA,NA,NA,NA,18.21,NA,NA,NA,18.21,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.4,NA,220,2,T,331,NA,29,206,NA
Al0.56CoCrFeMnNi,10.07,17.99,17.99,NA,17.99,NA,NA,NA,NA,NA,NA,17.99,NA,NA,NA,17.99,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.3,NA,278,2,T,526,NA,16,204,NA
Al0.62CoCrFeMnNi,11.03,17.79,17.79,NA,17.79,NA,NA,NA,NA,NA,NA,17.79,NA,NA,NA,17.79,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,405,2,T,833,NA,5,203,NA
Al0.68CoCrFeMnNi,11.97,17.61,17.61,NA,17.61,NA,NA,NA,NA,NA,NA,17.61,NA,NA,NA,17.61,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,486,,NA,NA,NA,NA,202,NA
Al0.75CoCrFeMnNi,13.04,17.39,17.39,NA,17.39,NA,NA,NA,NA,NA,NA,17.39,NA,NA,NA,17.39,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.1,NA,530,,NA,NA,NA,NA,200,NA
Al0.81CoCrFeMnNi,13.94,17.21,17.21,NA,17.21,NA,NA,NA,NA,NA,NA,17.21,NA,NA,NA,17.21,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,539,,NA,NA,NA,NA,199,NA
Al0.88CoCrFeMnNi,14.97,17.01,17.01,NA,17.01,NA,NA,NA,NA,NA,NA,17.01,NA,NA,NA,17.01,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,533,,NA,NA,NA,NA,197,NA
Al0.95CoCrFeMnNi,15.97,16.81,16.81,NA,16.81,NA,NA,NA,NA,NA,NA,16.81,NA,NA,NA,16.81,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.9,NA,535,,NA,NA,NA,NA,196,NA
Al1.25CoCrFeMnNi,20,16,16,NA,16,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.6,NA,539,,NA,NA,NA,NA,190,NA
CoCrNi,NA,33.33,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.3,NA,NA,2,T,300,860,60,229,NA
CoMnNi,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.4,NA,NA,2,T,231,653,38,202,NA
FeMnNi,NA,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,33.33,NA,NA,NA,33.33,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.1,NA,NA,2,T,221,602,36,203,NA
CoCrFeNi,NA,25,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,274,708,39,225,NA
CoCrMnNi,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.1,NA,NA,2,T,282,694,44,222,NA
CoFeMnNi,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,8.2,NA,NA,2,T,170,550,41,205,NA
Al0.5CrFe1.5MnNi0.5,11.11,NA,22.22,NA,33.33,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,396,,NA,NA,NA,NA,206,NA
Al0.3CrFe1.5MnNi0.5,6.98,NA,23.26,NA,34.88,NA,NA,NA,NA,NA,NA,23.26,NA,NA,NA,11.63,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7.2,NA,297,,NA,NA,NA,NA,213,NA
AlCoCrFeMo0.5,22.22,22.22,22.22,NA,22.22,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,857,,NA,NA,NA,NA,NA,NA
AlCrFeNi,25,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.3,NA,472,1,C,1406,2927,29,190,NA
AlCrFeNiMo0.2,23.81,NA,23.81,NA,23.81,NA,4.76,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.5,NA,549,1,C,1487,3222,29,197,NA
AlCrFeNiMo0.5,22.22,NA,22.22,NA,22.22,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,6.8,NA,622,1,C,1749,2644,13,205,NA
AlCrFeNiMo0.8,20.83,NA,20.83,NA,20.83,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,20.83,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,1,3d TM HEAs and CCAs in the Al-Co-Cr-Fe-Mn-Ni system and derivates ,7,NA,854,1,C,1513,1513,1,NA,NA
