Atomic Composition,Al,Co,Cr,Cu,Fe,Hf,Mo,Nb,B,C,Li,Mn,Ta,Ti,Mg,Ni,Si,V,Sc,Sn,W,Zr,Zn,Y,Grosser,BCC,FCC,Im,HCP,B2,Group,Gp_Name,ROM Density,Measured Density,Vickers Hardness,Type_of_Test,Type of Test,Yield Strength (MPa),Tensile Strength (MPa),Elongation (%),ROM Modulus,Measured Modulus
Al0.3NbTaTi1.4Zr1.3,6,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,20,28,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,8.1,NA,490,1,C,1965,2054,5,113,NA
AlNb1.5Ta0.5Ti1.5Zr0.5,20,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,10,30,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,6.8,NA,408,1,C,1280,1367,4,106,NA
AlNbTiV,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,5.5,NA,448,1,C,1020,1318,5,105,NA
AlNbTiV,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,5.5,NA,NA,1,C,1000,1280,5,105,NA
CrHfNbTiZr,NA,NA,20,NA,NA,20,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,8.2,NA,464,1,C,1375,2130,3,NA,112
CrMo0.5NbTa0.5TiZr,NA,NA,20,NA,NA,NA,10,20,NA,NA,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,8,NA,540,1,C,1595,2046,5,NA,NA
CrNbTiVZr,NA,NA,20,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,6.6,NA,482,1,C,1298,NA,3,NA,NA
CrNbTiZr,NA,NA,25,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,6.6,NA,418,1,C,1260,NA,6,NA,NA
FeMoNiTiVZr,NA,NA,NA,NA,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,16.67,NA,16.67,NA,16.67,NA,NA,NA,16.67,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.1,NA,740,,NA,NA,NA,NA,NA,NA
Hf0.5Mo0.5NbTiZr,NA,NA,NA,NA,NA,12.5,12.5,25,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.9,NA,400,1,C,1178,NA,25,NA,NA
Hf0.5Mo0.5NbSi0.1TiZr,NA,NA,NA,NA,NA,12.2,12.2,24.39,NA,NA,NA,NA,NA,24.39,NA,NA,2.44,NA,NA,NA,NA,24.39,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.7,NA,442,1,C,1365,NA,28,NA,NA
Hf0.5Mo0.5NbSi0.3TiZr,NA,NA,NA,NA,NA,11.63,11.63,23.26,NA,NA,NA,NA,NA,23.26,NA,NA,6.98,NA,NA,NA,NA,23.26,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.5,NA,494,1,C,1428,NA,23,NA,NA
Hf0.5Mo0.5NbSi0.5TiZr,NA,NA,NA,NA,NA,11.11,11.11,22.22,NA,NA,NA,NA,NA,22.22,NA,NA,11.11,NA,NA,NA,NA,22.22,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.2,NA,524,1,C,1605,NA,23,NA,NA
Hf0.5Mo0.5NbSi0.7TiZr,NA,NA,NA,NA,NA,10.64,10.64,21.28,NA,NA,NA,NA,NA,21.28,NA,NA,14.89,NA,NA,NA,NA,21.28,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7,NA,580,1,C,1604,NA,12,NA,NA
Hf0.5Mo0.5NbSi0.9TiZr,NA,NA,NA,NA,NA,10.2,10.2,20.41,NA,NA,NA,NA,NA,20.41,NA,NA,18.37,NA,NA,NA,NA,20.41,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,6.8,NA,640,1,C,1677,NA,9,NA,NA
Hf0.5Mo0.5NbTiZrC0.1,NA,NA,NA,NA,NA,12.2,12.2,24.39,NA,2.44,NA,NA,NA,24.39,NA,NA,NA,NA,NA,NA,NA,24.39,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.8,NA,NA,1,C,1183,2139,38,NA,NA
Hf0.5Mo0.5NbTiZrC0.3,NA,NA,NA,NA,NA,11.63,11.63,23.26,NA,6.98,NA,NA,NA,23.26,NA,NA,NA,NA,NA,NA,NA,23.26,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.7,NA,NA,1,C,1201,1965,33,NA,NA
HfMo0.25NbTaTiZr,NA,NA,NA,NA,NA,19.05,4.76,19.05,NA,NA,NA,NA,19.05,19.05,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,9.9,395,1,C,1112,NA,50,121,96
HfMo0.5NbTaTiZr,NA,NA,NA,NA,NA,18.18,9.09,18.18,NA,NA,NA,NA,18.18,18.18,NA,NA,NA,NA,NA,NA,NA,18.18,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,10,480,1,C,1317,NA,50,130,102
HfMo0.75NbTaTiZr,NA,NA,NA,NA,NA,17.39,13.04,17.39,NA,NA,NA,NA,17.39,17.39,NA,NA,NA,NA,NA,NA,NA,17.39,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,10,492,1,C,1373,NA,50,139,109
HfMoNbTaTiZr,NA,NA,NA,NA,NA,16.67,16.67,16.67,NA,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,10,10,505,1,C,1512,NA,12,147,NA
HfMoNbTaTiZr,NA,NA,NA,NA,NA,16.67,16.67,16.67,NA,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,10,505,1,C,1512,NA,12,147,115
HfMoTaTiZr,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,10.2,10.2,542,1,C,1600,NA,4,155,NA
HfMoNbZrTi,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,8.7,NA,NA,1,C,1803,1719,10,139,NA
HfNbSi0.5TiV,NA,NA,NA,NA,NA,22.22,NA,22.22,NA,NA,NA,NA,NA,22.22,NA,NA,11.11,22.22,NA,NA,NA,NA,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.8,8.6,490,1,C,1399,1608,11,NA,NA
HfNbSi0.5TiVZr,NA,NA,NA,NA,NA,18.18,NA,18.18,NA,NA,NA,NA,NA,18.18,NA,NA,9.09,18.18,NA,NA,NA,18.18,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,7.5,7.8,464,1,C,1540,1643,17,NA,NA
HfNbTaZr,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,11.1,NA,365,1,C,1315,NA,NA,109,NA
Hf0.5Nb0.5Ta0.5Ti1.5Zr,NA,NA,NA,NA,NA,12.5,NA,12.5,NA,NA,NA,NA,12.5,37.5,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,8.2,8.1,301,2,T,903,990,19,107,NA
HfNbTaTiZr,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,9.9,335,1,C,1015,NA,50,111,85
HfNbTaTiZr,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,9.7,295,1,C,1073,NA,50,111,55
HfNbTaTiZr,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.9,NA,390,1,C,929,NA,50,111,NA
HfNbTiVZr,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,4,1,0,1,0,0,4,Refractory metal base HEAs and CCAs ,8.1,NA,388,1,C,1170,1463,30,NA,128
HfNbTiZr,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,8.4,NA,NA,2,T,879,969,15,92,NA
MoNbTaV,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,25,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,10.7,NA,504,1,C,1525,2400,21,187,NA
MoNbTaVW,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,20,NA,NA,NA,NA,20,NA,NA,20,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,12.4,NA,536,1,C,1246,1270,2,232,NA
MoNbTaW,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,13.7,NA,454,1,C,1058,1211,2,258,NA
MoNbTiV,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.3,NA,441,1,C,1200,NA,26,170,NA
Mo0.3NbTiVZr,NA,NA,NA,NA,NA,NA,6.98,23.26,NA,NA,NA,NA,NA,23.26,NA,NA,NA,23.26,NA,NA,NA,23.26,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.7,NA,1,C,1289,NA,42,NA,NA
Mo0.5NbTiVZr,NA,NA,NA,NA,NA,NA,11.11,22.22,NA,NA,NA,NA,NA,22.22,NA,NA,NA,22.22,NA,NA,NA,22.22,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.8,NA,1,C,1473,NA,32,NA,NA
Mo0.7NbTiVZr,NA,NA,NA,NA,NA,NA,14.89,21.28,NA,NA,NA,NA,NA,21.28,NA,NA,NA,21.28,NA,NA,NA,21.28,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7,NA,1,C,1706,NA,32,NA,NA
MoNbTiVZr,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.1,NA,1,C,1779,NA,32,NA,NA
Mo1.3NbTiVZr,NA,NA,NA,NA,NA,NA,24.53,18.87,NA,NA,NA,NA,NA,18.87,NA,NA,NA,18.87,NA,NA,NA,18.87,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.3,NA,1,C,1496,NA,30,NA,NA
Mo1.5NbTiVZr,NA,NA,NA,NA,NA,NA,27.27,18.18,NA,NA,NA,NA,NA,18.18,NA,NA,NA,18.18,NA,NA,NA,18.18,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.4,NA,1,C,1603,NA,20,NA,NA
Mo1.7NbTiVZr,NA,NA,NA,NA,NA,NA,29.82,17.54,NA,NA,NA,NA,NA,17.54,NA,NA,NA,17.54,NA,NA,NA,17.54,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.5,NA,1,C,1645,NA,15,NA,NA
Mo2NbTiVZr,NA,NA,NA,NA,NA,NA,33.33,16.67,NA,NA,NA,NA,NA,16.67,NA,NA,NA,16.67,NA,NA,NA,16.67,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.6,NA,1,C,1765,NA,12,NA,NA
MoNbTiV0.25Zr,NA,NA,NA,NA,NA,NA,23.53,23.53,NA,NA,NA,NA,NA,23.53,NA,NA,NA,5.88,NA,NA,NA,23.53,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.3,NA,NA,1,C,1776,3893,30,153,NA
MoNbTiV0.50Zr,NA,NA,NA,NA,NA,NA,22.22,22.22,NA,NA,NA,NA,NA,22.22,NA,NA,NA,11.11,NA,NA,NA,22.22,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.2,NA,NA,1,C,1647,3307,28,152,NA
MoNbTiV0.75Zr,NA,NA,NA,NA,NA,NA,21.05,21.05,NA,NA,NA,NA,NA,21.05,NA,NA,NA,15.79,NA,NA,NA,21.05,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.2,NA,NA,1,C,1708,3929,29,150,NA
MoNbTiV1.0Zr,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,NA,20,NA,NA,NA,20,NA,NA,NA,20,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.1,NA,NA,1,C,1786,3828,26,149,NA
MoNbTiV1.5Zr,NA,NA,NA,NA,NA,NA,18.18,18.18,NA,NA,NA,NA,NA,18.18,NA,NA,NA,27.27,NA,NA,NA,18.18,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.1,NA,NA,1,C,1735,3300,20,147,NA
MoNbTiV2.0Zr,NA,NA,NA,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,16.67,NA,NA,NA,33.33,NA,NA,NA,16.67,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7,NA,NA,1,C,1538,3176,23,146,NA
MoNbTiV3.0Zr,NA,NA,NA,NA,NA,NA,14.29,14.29,NA,NA,NA,NA,NA,14.29,NA,NA,NA,42.86,NA,NA,NA,14.29,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,6.9,NA,NA,1,C,1418,2508,24,143,NA
MoNbTiZr,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,7.3,NA,NA,1,C,1592,3450,34,155,NA
NbTaTiV,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,25,25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,9.2,NA,NA,1,C,1092,NA,NA,134,106
NbTaVW,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,25,NA,NA,NA,NA,25,NA,NA,25,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,12.9,NA,492,1,C,1530,NA,12,208,NA
NbTaTiVW,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,20,20,NA,NA,NA,20,NA,NA,20,NA,NA,NA,4,1,0,0,1,0,4,Refractory metal base HEAs and CCAs ,11.1,NA,447,1,C,1420,NA,20,NA,NA
NbTiV0.3Zr,NA,NA,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,30.3,NA,NA,NA,9.09,NA,NA,NA,30.3,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.5,NA,1,C,866,NA,45,NA,NA
NbTiV0.3Mo0.1,NA,NA,NA,NA,NA,NA,4.17,41.67,NA,NA,NA,NA,NA,41.67,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.6,NA,1,C,932,NA,45,NA,NA
NbTiV0.3Mo0.3,NA,NA,NA,NA,NA,NA,11.54,38.46,NA,NA,NA,NA,NA,38.46,NA,NA,NA,11.54,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.8,NA,1,C,1312,NA,50,NA,NA
NbTiV0.3Mo0.5,NA,NA,NA,NA,NA,NA,17.86,35.71,NA,NA,NA,NA,NA,35.71,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.9,NA,1,C,1301,NA,43,NA,NA
NbTiV0.3Mo0.7,NA,NA,NA,NA,NA,NA,23.33,33.33,NA,NA,NA,NA,NA,33.33,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.1,NA,1,C,1436,NA,27,NA,NA
NbTiV0.3Mo,NA,NA,NA,NA,NA,NA,30.3,30.3,NA,NA,NA,NA,NA,30.3,NA,NA,NA,9.09,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.3,NA,1,C,1455,NA,25,NA,NA
NbTiV0.3Mo1.3,NA,NA,NA,NA,NA,NA,36.11,27.78,NA,NA,NA,NA,NA,27.78,NA,NA,NA,8.33,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.4,NA,1,C,1603,NA,20,NA,NA
NbTiV0.3Mo1.5,NA,NA,NA,NA,NA,NA,39.47,26.32,NA,NA,NA,NA,NA,26.32,NA,NA,NA,7.89,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,7.5,NA,1,C,1576,NA,8,NA,NA
NbTiVZr,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,NA,6.5,NA,1,C,1104,NA,50,NA,NA
NbTiVZr,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,25,NA,NA,4,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,6.5,NA,335,1,C,1105,NA,50,104,NA
NbTiV2Zr,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,NA,NA,40,NA,NA,NA,20,NA,NA,5,1,0,0,0,0,4,Refractory metal base HEAs and CCAs ,6.4,NA,304,1,C,918,NA,50,109,NA
CoCrCuFeNiTiVZr,NA,12.5,12.5,12.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,12.5,NA,12.5,NA,NA,NA,12.5,NA,NA,5,0,0,0,0,0,5,Other HEAs and CCAs ,7.1,NA,680,,NA,NA,NA,NA,168,NA
CoCrFeMoNiTiVZr,NA,12.5,12.5,NA,12.5,NA,12.5,NA,NA,NA,NA,NA,NA,12.5,NA,12.5,NA,12.5,NA,NA,NA,12.5,NA,NA,5,0,0,0,0,0,5,Other HEAs and CCAs ,7.3,NA,850,,NA,NA,NA,NA,193,NA
CoCuFeNiTiVZr,NA,14.29,NA,14.29,14.29,NA,NA,NA,NA,NA,NA,NA,NA,14.29,NA,14.29,NA,14.29,NA,NA,NA,14.29,NA,NA,5,0,0,0,0,0,5,Other HEAs and CCAs ,7.1,NA,630,,NA,NA,NA,NA,NA,NA
CoFeNiV,NA,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,5,0,1,0,0,0,5,Other HEAs and CCAs ,7.8,NA,238,,NA,NA,NA,NA,187,NA
CoFeMo0.2NiV,NA,23.81,NA,NA,23.81,NA,4.76,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,23.81,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8,NA,267,,NA,NA,NA,NA,NA,NA
CoFeMo0.4NiV,NA,22.73,NA,NA,22.73,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,22.73,NA,22.73,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.1,NA,402,,NA,NA,NA,NA,NA,NA
CoFeMo0.6NiV,NA,21.74,NA,NA,21.74,NA,13.04,NA,NA,NA,NA,NA,NA,NA,NA,21.74,NA,21.74,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.2,NA,557,,NA,NA,NA,NA,NA,NA
CoFeMo0.8NiV,NA,20.83,NA,NA,20.83,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,20.83,NA,20.83,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.3,NA,606,,NA,NA,NA,NA,NA,NA
CoFeMoNiV,NA,20,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.4,NA,625,,NA,NA,NA,NA,NA,NA
CoFeMoNi1.2V,NA,19.23,NA,NA,19.23,NA,19.23,NA,NA,NA,NA,NA,NA,NA,NA,23.08,NA,19.23,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.4,NA,602,,NA,NA,NA,NA,NA,NA
CoFeMoNi1.4V,NA,18.52,NA,NA,18.52,NA,18.52,NA,NA,NA,NA,NA,NA,NA,NA,25.93,NA,18.52,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.5,NA,538,,NA,NA,NA,NA,NA,NA
CoFeMoNi1.6V,NA,17.86,NA,NA,17.86,NA,17.86,NA,NA,NA,NA,NA,NA,NA,NA,28.57,NA,17.86,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.5,NA,520,,NA,NA,NA,NA,NA,NA
CoFeMoNi1.8V,NA,17.24,NA,NA,17.24,NA,17.24,NA,NA,NA,NA,NA,NA,NA,NA,31.03,NA,17.24,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.5,NA,510,,NA,NA,NA,NA,NA,NA
CoFeMoNi2V,NA,16.67,NA,NA,16.67,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,16.67,NA,NA,NA,NA,NA,NA,5,0,1,1,0,0,5,Other HEAs and CCAs ,8.5,NA,382,,NA,NA,NA,NA,NA,NA
CoFeMoNiTiVZr,NA,14.29,NA,NA,14.29,NA,14.29,NA,NA,NA,NA,NA,NA,14.29,NA,14.29,NA,14.29,NA,NA,NA,14.29,NA,NA,5,0,1,0,0,0,5,Other HEAs and CCAs ,7.3,NA,790,,NA,NA,NA,NA,NA,NA
CuFeNiTiVZr,NA,NA,NA,16.67,16.67,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,16.67,NA,16.67,NA,NA,NA,16.67,NA,NA,5,0,1,0,0,0,5,Other HEAs and CCAs ,6.8,NA,590,,NA,NA,NA,NA,142,NA
CoCrCuFeMnNiTiV,NA,12.5,12.5,12.5,12.5,NA,NA,NA,NA,NA,NA,12.5,NA,12.5,NA,12.5,NA,12.5,NA,NA,NA,NA,NA,NA,5,1,1,1,0,0,5,Other HEAs and CCAs ,7.3,NA,NA,1,C,1312,1312,1,NA,74
